MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932816,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.4320000,0.0113893,-0.0044393,-0.0759943
MsgID.LOCAL_VELOCITY,44.4320000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932828,0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.6820000,0.1314457,-0.0041289,-0.0265882
MsgID.LOCAL_VELOCITY,44.6820000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932827,-0.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.9320000,0.1197201,0.0041496,0.0100244
MsgID.LOCAL_VELOCITY,44.9320000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957508,37.7932814,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.1820000,-0.0258377,0.0551549,0.0401867
MsgID.LOCAL_VELOCITY,45.1820000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932816,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957508,37.7932820,-0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.4320000,0.0399369,0.0571314,0.0569326
MsgID.LOCAL_VELOCITY,45.4320000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932814,-0.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.6830000,-0.0214139,0.0351522,0.0680232
MsgID.LOCAL_VELOCITY,45.6830000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932803,-0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.9330000,-0.1407395,-0.1138696,0.0732253
MsgID.LOCAL_VELOCITY,45.9330000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957533,37.7932817,-0.0760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,46.1830000,0.0150240,-0.1649267,0.0764482
MsgID.LOCAL_VELOCITY,46.1830000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932816,0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932819,-0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,46.4330000,4199249.5000000,-10879612.0000000,0.0780832
MsgID.LOCAL_VELOCITY,46.4330000,0.0000000,0.0000000,-0.0000000
MsgID.LOCAL_POSITION,46.6830000,4199249.5000000,-10879611.0000000,0.0628436
MsgID.LOCAL_VELOCITY,46.6830000,0.0000584,0.0145190,-0.0625105
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932817,-0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.0600000
MsgID.LOCAL_POSITION,46.9330000,4199249.5000000,-10879611.0000000,0.0567205
MsgID.LOCAL_VELOCITY,46.9330000,-0.0003756,0.0030477,-0.0093765
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932816,-0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,47.1830000,4199249.0000000,-10879612.0000000,0.0649353
MsgID.LOCAL_VELOCITY,47.1830000,0.0000728,-0.0079021,0.0365408
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932804,-0.0640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0300000
MsgID.GLOBAL_HOME,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932809,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,47.4330000,4199249.0000000,-10879612.0000000,0.0575794
MsgID.LOCAL_VELOCITY,47.4330000,0.0004080,0.0050685,-0.0274204
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932820,0.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.0800000
MsgID.LOCAL_POSITION,47.6840000,4199249.5000000,-10879612.0000000,-0.0241678
MsgID.LOCAL_VELOCITY,47.6840000,0.0002327,-0.0091392,-1.0875452
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932816,0.5390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.0700000
MsgID.LOCAL_POSITION,47.9340000,4199249.5000000,-10879612.0000000,-0.5398085
MsgID.LOCAL_VELOCITY,47.9340000,-0.0019420,-0.0035666,-3.0774522
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932808,1.6060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.3200000
MsgID.LOCAL_POSITION,48.1840000,4199249.0000000,-10879612.0000000,-1.6064477
MsgID.LOCAL_VELOCITY,48.1840000,0.0021542,0.0038659,-4.3255553
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932802,2.6970000
MsgID.LOCAL_VELOCITY,0.0000000,0.2800000,0.0000000,-4.5600000
MsgID.LOCAL_POSITION,48.4340000,4199249.0000000,-10879612.0000000,-2.6971288
MsgID.LOCAL_VELOCITY,48.4340000,0.2837031,-0.0004269,-4.5601268
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932815,3.5850000
MsgID.LOCAL_VELOCITY,0.0000000,0.2700000,0.0000000,-1.7700000
MsgID.LOCAL_POSITION,48.6840000,4199249.5000000,-10879611.0000000,-3.5853677
MsgID.LOCAL_VELOCITY,48.6840000,0.2732521,-0.0005069,-1.7723051
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932841,3.7560000
MsgID.LOCAL_VELOCITY,0.0000000,0.2500000,0.0000000,0.5400000
MsgID.LOCAL_POSITION,48.9350000,4199249.5000000,-10879611.0000000,-3.7562623
MsgID.LOCAL_VELOCITY,48.9350000,0.2572919,-0.0013034,0.5445641
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932837,3.4310000
MsgID.LOCAL_VELOCITY,0.0000000,0.1500000,0.0000000,1.7700000
MsgID.LOCAL_POSITION,49.1850000,4199249.5000000,-10879611.0000000,-3.4315453
MsgID.LOCAL_VELOCITY,49.1850000,0.1514250,-0.0047088,1.7758797
